module,source_file,entry,function_line,branch_or_guard,source_line,outcome,player_reachable,catalog_id,test,evidence_report,evidence_strength,disposition,notes
run_variants,Godot/three_d/rules/run_variants.gd,generate,9,events 按 PAIRS 两对各自 50% 交换,Godot/three_d/rules/run_variants.gd:24-28,phase_condition,yes,-,Godot/three_d/tests/event_pool_test.gd::Both independent event pairs generate four layouts,-,strong,unreachable_or_not_transition,纯函数输出，被 SearchEvents.event_id/event_for 消费；event_pool_test.gd 断言 4 种布局存在且每种选择都被正确记录。事件池属 search 层口径
run_variants,Godot/three_d/rules/run_variants.gd,generate,9,opponents 由 PRESSURE_POOL/VALUE_POOL 各洗牌后逐桌配 1+1,Godot/three_d/rules/run_variants.gd:29-35,phase_condition,yes,-,Godot/three_d/tests/opponent_pool_test.gd,-,unknown,unreachable_or_not_transition,纯函数输出。本审计未读 opponent_pool_test.gd 的断言细节（属 opponents 口径），故证据强度记 unknown
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,版本/货架/种子类型与 initial_offer 范围守卫,Godot/three_d/rules/run_variants.gd:39-42,rejected,yes,-,-,-,none,unreachable_or_not_transition,纯谓词，不是 Run/World 状态转移：唯一调用方是 RunCheckpoint.restore（run_checkpoint.gd:88）。其接受/拒绝在目录里由 persistence_run.legacy_variant_plan_restored 与 persistence_run.invalid_fields_rejected 两条覆盖（归 run_checkpoint 审计员），本审计不重复认领
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,每阶段货架非空/无重复/∈允许集/含全部 ESSENTIALS,Godot/three_d/rules/run_variants.gd:43-53,rejected,yes,-,Godot/three_d/tests/run_variants_test.gd::Unknown shelf item rejected,output/3d/run-variants.json,strong,unreachable_or_not_transition,同上归属说明。断言层面是强证据（restore 返回 null）
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,"table_seeds 逐桌 ∈[0,2147483647)",Godot/three_d/rules/run_variants.gd:54-56,rejected,yes,-,Godot/three_d/tests/run_variants_test.gd::Invalid table seed rejected,output/3d/run-variants.json,strong,unreachable_or_not_transition,同上归属说明
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,version>=2 必须带合法 events（v1 允许缺失）,Godot/three_d/rules/run_variants.gd:57-62,rejected,yes,-,Godot/three_d/tests/event_pool_test.gd::Version 1 retains original event placement,-,strong,unreachable_or_not_transition,同上归属说明。此分支决定哪些旧版 plan 能被载入 → 是持久化口径的一部分
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,version>=3 必须带 4 桌各 2 名且互不重复的 opponents,Godot/three_d/rules/run_variants.gd:63-73,rejected,yes,-,-,-,none,unreachable_or_not_transition,同上归属说明；未找到针对该分支的专门断言
run_variants,Godot/three_d/rules/run_variants.gd,valid,38,"version>=4 必须带 room_layout ∈{linear,fork}（v3 缺失视为线性）",Godot/three_d/rules/run_variants.gd:74-77,rejected,yes,-,Godot/three_d/tests/room_pool_test.gd::Version 3 keeps linear rooms,-,strong,unreachable_or_not_transition,同上归属说明。此分支与 room_requirements 的 fork 候选相关但不因果同一（前者是存档合法性、后者是房间锁）
table,Godot/three_d/rules/table.gd,start,8,入口初始化：建 players/表定义/RNG 并立即 start_hand,Godot/three_d/rules/table.gd:8-14,accepted,yes,-,-,-,none,unreachable_or_not_transition,构造新局面而非在既有合法状态间转移；由 run.enter_table 在 run.gd:178-179 调用；无拒绝分支。若口径要求覆盖初始化需新增 start 族 ID。
table,Godot/three_d/rules/table.gd,ordered_after,16,helper：按 pivot 顺序过滤 folded 与无筹码座位,Godot/three_d/rules/table.gd:16-22,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,纯查询；被 start_hand 与 set_queue 与 advance 复用；不写任何字段。
table,Godot/three_d/rules/table.gd,start_hand,24,防御：funded<2 或 players[0].stack<=0 → finished 与 pendingConclusion 并 return,Godot/three_d/rules/table.gd:31-34,rejected,no,-,-,-,none,unreachable_or_not_transition,不可达（生产路径）。证据：opponents 恒为 2（run_variants.gd:35 与 run.gd:162 与 content.json 四桌均 2）故永远 3 座；next_hand 仅在 status==hand_over 进入而 finish_hand:177 已保证 funded>=2 且 players[0].stack>0；start() 路径各座 stack==buyIn>0。现有测试也未构造该输入。两条件同后继故合并一行；同语义已由 finish_hand 侧 ending.single_funded 与 ending.player_bankrupt 覆盖。
table,Godot/three_d/rules/table.gd,legal_actions,60,非转移：只读查询 fold/check/call/raise/allIn 可用性,Godot/three_d/rules/table.gd:60-75,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,不写任何字段；其布尔结果在 act:80-83 被再次消费；对应语义已逐条登记为 poker_guard 行故不重复计数。读侧调用点 world.gd:650 与 table_hud.gd:206。
table,Godot/three_d/rules/table.gd,commit,54,非转移：筹码四字段同增（stack/currentBet/handContribution/pot）,Godot/three_d/rules/table.gd:54-58,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,无守卫无分支的内部原语；接受语义由调用方决定（start_hand:44-45 与 act:100/108/112）。其效果被 poker_action 与 queue 的后继断言逐字段覆盖。
table,Godot/three_d/rules/table.gd,log_event,198,非转移：向 state.log 追加并裁到 8 条环形缓冲,Godot/three_d/rules/table.gd:198-201,accepted,yes,-,-,-,none,unreachable_or_not_transition,无分支且无接受或拒绝语义故不算转移；但 state.log 是 state 内字段并随 capture 持久化（table_checkpoint.gd:6）且 UI 读取（table_hud.gd:221）因此日志内容目前无任何断言。调用点 table.gd:52 与 123 与 171 与 183。
table,Godot/three_d/rules/table.gd,find_player,192,非转移：按 id 查座位字典,Godot/three_d/rules/table.gd:192-196,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,纯查询；返回 state.players 内元素的引用（调用方若改写会直接改权威状态）本审计未发现调用方改写。
table,Godot/three_d/rules/table.gd,public_state,203,非转移：构造对外视图（删 deck 并遮盖他家底牌）,Godot/three_d/rules/table.gd:203-211,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,深拷贝后删 deck；遮盖条件在第209行按 status 与 summary.kind 分支属视图策略；被 table_test.gd:60-61 与 table_checkpoint_test.gd:38 断言但不改变权威状态。
poker,Godot/three_d/rules/poker.gd,DeterministicRng.next,12,非转移：推进自身 value（权威 RNG 的实现点）,Godot/three_d/rules/poker.gd:12-16,accepted,yes,-,-,-,none,unreachable_or_not_transition,语义由调用方决定：start_hand:47 经 shuffle_deck 推进一次洗牌；world.gd:691 每次对手行动另取一次 rng.next()（该调用属 world.gd 范围本四文件无一 ID 断言它）。
poker,Godot/three_d/rules/poker.gd,create_deck,18,非转移：构造 52 张牌,Godot/three_d/rules/poker.gd:18-23,accepted,yes,-,-,-,none,unreachable_or_not_transition,纯函数无输入。
poker,Godot/three_d/rules/poker.gd,shuffle_deck,25,非转移实现点：Fisher-Yates 消耗传入 rng,Godot/three_d/rules/poker.gd:25-32,accepted,yes,-,-,-,none,unreachable_or_not_transition,不写输入 deck（第26行 duplicate）但推进传入 rng；该状态效应已在 start_hand:47-50 行登记为 reachable_unmapped 故不重复计数。estimate_odds 传入的是局部 RNG（opponent.gd:9）故不触碰 table.rng。
poker,Godot/three_d/rules/poker.gd,compare_hands,34,非转移：先比 rank 再逐位比 values,Godot/three_d/rules/poker.gd:34-42,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,纯函数。
poker,Godot/three_d/rules/poker.gd,evaluate_best_hand,44,非转移：7 张里枚举 5 张组合取最优,Godot/three_d/rules/poker.gd:44-57,accepted,yes,-,-,-,none,unreachable_or_not_transition,纯计算；不修改传入 cards。
poker,Godot/three_d/rules/poker.gd,evaluate_best_hand,44,防御：cards.size()<5 → rank=-1 且 name=Incomplete,Godot/three_d/rules/poker.gd:45-46,rejected,no,-,-,-,none,unreachable_or_not_transition,不可达：settle_pots:139 传 holeCards+board（公共牌恒 5 张）共 7 张；opponent.gd:11-12 也先把公共牌补到 5 张。属不可达防御分支。
poker,Godot/three_d/rules/poker.gd,evaluate_five,59,非转移：五张牌型判定（含 A 作 1 的顺子与 flush 与 straight）,Godot/three_d/rules/poker.gd:59-103,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,分支是牌型分类枚举不改变权威状态。
poker,Godot/three_d/rules/poker.gd,make_hand,105,非转移：构造牌型结果字典,Godot/three_d/rules/poker.gd:105-108,accepted,yes,-,-,-,none,unreachable_or_not_transition,纯函数。
poker,Godot/three_d/rules/poker.gd,build_pots,110,非转移：按 handContribution 层级切主池与边池,Godot/three_d/rules/poker.gd:110-129,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,纯计算；投入为 0 者不产生层级（第113-115行）。产出被 payout 六行覆盖。
poker,Godot/three_d/rules/poker.gd,settle_pots,131,防御：某层无有效赢家 → 该层不派彩,Godot/three_d/rules/poker.gd:149-149,rejected,unknown,-,-,-,none,unreachable_or_not_transition,需某投入层级全部出资者已弃牌才可到达；未构造出可达路径（弃牌者投入层级通常低于仍在场者）也无法证否故记 unknown。
table_checkpoint,Godot/three_d/rules/table_checkpoint.gd,valid_card,56,非转移：牌结构与去重校验,Godot/three_d/rules/table_checkpoint.gd:56-64,phase_condition,yes,-,-,-,none,unreachable_or_not_transition,被 restore:40 与 42 复用；只写传入的 seen 字典。
opponent,Godot/three_d/rules/opponent.gd,choose,27,非转移：按公共信息派生 odds 后转交 choose_with_odds,Godot/three_d/rules/opponent.gd:27-31,accepted,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[Live decision uses three-way equity],-,none,unreachable_or_not_transition,逐行复核全函数体未对 table/actor/legal/definition 任何字段赋值（table 为 Dictionary 按引用传入故若有写入会直接改权威状态）。返回动作名字符串；玩家侧触发入口 world.gd:691 随机量由调用方的 table_game.rng.next() 提供。
opponent,Godot/three_d/rules/opponent.gd,estimate_odds,4,非转移：以局部 DeterministicRng 做 trials 次蒙特卡洛,Godot/three_d/rules/opponent.gd:4-25,accepted,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[Three-way tied board has one-third equity],-,none,unreachable_or_not_transition,第9行每次 trial 新建局部 RNG（seed_value+trial*31+opponents*17）不触碰 table.rng；第10行 duplicate 公共牌故不改输入。另被 advanced_services.gd:73 的信号服务调用。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Nit：降进攻 升谨慎 降诈唬,Godot/three_d/rules/opponent.gd:37-40,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[distribution ledger-clerk],-,none,unreachable_or_not_transition,只改第34行 duplicate 出来的 profile；content.json 中存在 Nit（ledger-clerk）。六原型分支互斥。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Fish：降谨慎 略升诈唬,Godot/three_d/rules/opponent.gd:41-44,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[distribution ash-smuggler],-,none,unreachable_or_not_transition,content.json 中存在 Fish（ash-smuggler）。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Calling Station：大幅降谨慎,Godot/three_d/rules/opponent.gd:45-48,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[weak_pressure call comparison],-,none,unreachable_or_not_transition,content.json 中存在（velvet-rook）；其 profile 另有 callOddsShift=-0.15 在第84行生效。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Maniac：升进攻与诈唬与终手加成,Godot/three_d/rules/opponent.gd:49-53,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[weak_free raise comparison],-,none,unreachable_or_not_transition,content.json 中存在（dock-braggart）。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Shark：升进攻与谨慎与模式惩罚,Godot/three_d/rules/opponent.gd:54-57,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[value threshold four opponents],-,none,unreachable_or_not_transition,content.json 中存在（calm-widow 与 smiling-knife 与 river-shark 与 house-viper）。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,原型分支 Tilt King：落后时额外升进攻,Godot/three_d/rules/opponent.gd:58-61,phase_condition,no,-,-,-,none,unreachable_or_not_transition,不可达：content.json 的 8 名对手 archetype 只有 Nit/Fish/Calling Station/Maniac/Shark 无 Tilt King；该分支仅存在于旧 JS 移植（src/ai.js:127）与 i18n（src/i18n.js:453）且无任何测试使用。属不可达防御分支。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,trailing（stack < buyIn*0.5）仅供 Tilt King 使用,Godot/three_d/rules/opponent.gd:35-35;Godot/three_d/rules/opponent.gd:58-59,phase_condition,no,-,-,-,none,unreachable_or_not_transition,随 Tilt King 分支一同不可达（唯一消费者是第59行）。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,街道偏置查表 preflop/flop/turn/river,Godot/three_d/rules/opponent.gd:62-62,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[street=turn fixtures],-,none,unreachable_or_not_transition,只读 table.street；键不在表中会运行时报错但 street 由 table.advance 限定为四值。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,终手加成：handNumber==totalHands 时启用 finalHandSpike,Godot/three_d/rules/opponent.gd:63-63,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[strong_final vs strong_early],-,none,unreachable_or_not_transition,只读；smiling-knife 的 finalHandSpike=0.24 被该测试以分布比较断言。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,valueRaiseShift 存在时按牌力与玩家加注模式下调,Godot/three_d/rules/opponent.gd:69-71,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[value threshold four opponents],-,none,unreachable_or_not_transition,profile.has 门；四条 Shark 与 house-viper 的 profile 均带该键。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,repeatRaiseCounter 存在时按玩家加注次数削减,Godot/three_d/rules/opponent.gd:72-73,phase_condition,yes,-,Godot/three_d/tests/opponent_profiles_test.gd::_initialize[Widow punishes repeated raises],-,none,unreachable_or_not_transition,profile.has 门；仅 calm-widow 带该键。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,无人下注时全押：需 legal.allIn 与短筹码与高胜率与随机量,Godot/three_d/rules/opponent.gd:74-76,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,只选动作名不写状态；该分支决定后续 table.act 走 all-in 分支。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,无人下注时加注或诈唬,Godot/three_d/rules/opponent.gd:77-78,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,同上。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,无人下注时过牌,Godot/three_d/rules/opponent.gd:79-79,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,兜底分支。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,面对下注时全押：终手或短筹码与高胜率,Godot/three_d/rules/opponent.gd:80-81,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,同上。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,面对下注时加注或诈唬,Godot/three_d/rules/opponent.gd:82-83,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,同上。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,面对下注时跟注（胜率或压力阈值）,Godot/three_d/rules/opponent.gd:84-85,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,含 profile.get(callOddsShift) 的可选偏置。
opponent,Godot/three_d/rules/opponent.gd,choose_with_odds,33,面对下注时过牌（若合法）否则弃牌,Godot/three_d/rules/opponent.gd:86-86,mutually_exclusive,yes,-,-,-,none,unreachable_or_not_transition,兜底分支；弃牌会经 table.act 触发 ending.fold_award 路径。
advanced_services,Godot/three_d/rules/advanced_services.gd,apply（由 Run.service_action 分派，run.gd:322-325）,44,尾部互斥：kind != reserve → inventory.erase(item),Godot/three_d/rules/advanced_services.gd:75-76,mutually_exclusive,yes,-,Godot/three_d/tests/advanced_coverage_test.gd::phone_route,output/3d/advanced-coverage.json,strong,unreachable_or_not_transition,共享子步骤（非独立 outcome），已含于各父 ID 的完整 checkpoint 断言；reserve 分支不消耗 item（money 换预约）
advanced_services,Godot/three_d/rules/advanced_services.gd,apply（由 Run.service_action 分派，run.gd:322-325）,44,"尾部互斥：kind in [notes,signal] → used_tools 追加、heat=mini(6, heat+item.heat+tableToolHeatBonus)、table.revision+1",Godot/three_d/rules/advanced_services.gd:77-80,mutually_exclusive,yes,-,Godot/three_d/tests/signal_coverage_test.gd::strong,output/3d/signal-coverage.json,strong,unreachable_or_not_transition,共享子步骤；signal_coverage_test.gd:41-43 断言 heat 封顶与 table.revision+1，signal 用而 notes 同段
advanced_services,Godot/three_d/rules/advanced_services.gd,apply（由 Run.service_action 分派，run.gd:322-325）,44,尾部互斥：其余 kind（phone-route/phone-table/pass）→ action_points-1,Godot/three_d/rules/advanced_services.gd:81-82,mutually_exclusive,yes,-,Godot/three_d/tests/advanced_coverage_test.gd::kitchen,output/3d/advanced-coverage.json,strong,unreachable_or_not_transition,共享子步骤；断言行动力-1
advanced_services,Godot/three_d/rules/advanced_services.gd,apply（由 Run.service_action 分派，run.gd:322-325）,44,不可达防御：kind 不在 KINDS 时 reason 回落 return ''、apply 仅走 81-82 扣行动力,Godot/three_d/rules/advanced_services.gd:43,accepted,no,-,-,-,none,unreachable_or_not_transition,调用链证据：Run.service_reason 以 `kind in Advanced.KINDS` 分派（run.gd:259），Run.service_action 同（run.gd:322）；非 KINDS 的 kind 永远走 run.gd 内建分支 → 本回落不可达
advanced_services,Godot/three_d/rules/advanced_services.gd,reason（由 Run.service_reason 分派，run.gd:259-260）,4,接受回落：以上守卫全过 → return ''（放行给 apply）,Godot/three_d/rules/advanced_services.gd:43,accepted,yes,-,Godot/three_d/tests/advanced_coverage_test.gd::kitchen,output/3d/advanced-coverage.json,strong,unreachable_or_not_transition,非独立 outcome（仅放行信号）；accept 语义由各 apply 行承载
advanced_services,Godot/three_d/rules/advanced_services.gd,reason（由 Run.service_reason 分派，run.gd:259-260）,4,不可达防御：kind 不在 KINDS 时 reason 直接走到 43 return ''（跳过所有专属守卫）,Godot/three_d/rules/advanced_services.gd:4-43,accepted,no,-,-,-,none,unreachable_or_not_transition,同上：run.gd:259/322 的 `kind in Advanced.KINDS` 分派使本回落不可达
routes,Godot/three_d/rules/routes.gd,"quote（只读报价；由 Run.extract→extraction_quote 调用，run.gd:226-227,229-240）",3,互斥/优先级：kind 专属 reason 优先于 cash<fee（L49 仅当 reason 为空才判现金）,Godot/three_d/rules/routes.gd:45-50,mutually_exclusive,yes,-,Godot/three_d/tests/route_guard_coverage_test.gd::cash_general,output/3d/route-guard-coverage.json,strong,unreachable_or_not_transition,route_guard_coverage_test.gd:74-77 把 cash 归零后仍维持原 kind reason，验证优先级；本行非独立 outcome
routes,Godot/three_d/rules/routes.gd,"quote（只读报价；由 Run.extract→extraction_quote 调用，run.gd:226-227,229-240）",3,费用/报价计算（general/fixed/special/dropbag 的 fee、lostCash、lostGoods、net）均为只读,Godot/three_d/rules/routes.gd:11-51,accepted,yes,-,-,-,none,unreachable_or_not_transition,routes.gd 只有 quote 一个函数，全程不改 run 的任何字段（测试断言 quote 前后完整 checkpoint 相等）。接受的撤离结果由 Run.extract 实现，故 routes.gd 自身不含任何独立状态转移
search_events,Godot/three_d/rules/search_events.gd,apply（由 Run.service_action 分派，run.gd:318-321）,37,"共享收尾：所有选项 → action_points-1、写 service_message、search_results[site]={event,choice,message}",Godot/three_d/rules/search_events.gd:49-51,accepted,yes,-,Godot/three_d/tests/search_coverage_test.gd::goods,output/3d/search-coverage.json,strong,unreachable_or_not_transition,共享子步骤（非独立 outcome）；search_results 的写入正是 search.repeat 守卫（L28）随后成立的依据。event 字段记录实际事件身份，由 event_pool_test.gd:38 强断言
search_events,Godot/three_d/rules/search_events.gd,event_id,10,"排除：纯查询 event_id(run,site) → variant_plan.events 取值",Godot/three_d/rules/search_events.gd:10-11,accepted,yes,-,Godot/three_d/tests/event_pool_test.gd::Version 1 retains original event placement,-,none,unreachable_or_not_transition,只读映射，不改任何状态；由 event_for/apply/run.gd 复用
search_events,Godot/three_d/rules/search_events.gd,event_for,12,"排除：纯构造 event_for(run,site)（含 15-17 的配对改写分支）",Godot/three_d/rules/search_events.gd:12-18,accepted,yes,-,Godot/three_d/tests/event_pool_test.gd::Both independent event pairs generate four layouts,-,none,unreachable_or_not_transition,返回 duplicate(true) 的展示用 dict，不改权威状态；15-17 仅在 site=='embers-table' 且其规划事件为 cargo-table 时改写展示文案与线路（river-launch）——该改写会被 event_pool_test.gd 以全部 4 种事件布局覆盖，仍属同一 route 分支
search_events,Godot/three_d/rules/search_events.gd,choice,19,"排除：纯查询 choice(run,site,id) 按 id 取选项",Godot/three_d/rules/search_events.gd:19-22,accepted,yes,-,-,-,none,unreachable_or_not_transition,只读，被 reason/apply 复用；空返回由 reason:24-25 转成拒绝
run_checkpoint,Godot/three_d/rules/run_checkpoint.gd,table_definitions_compatible,14,排除：纯比较 helper（擦除 8 个内容字段后比较两份表定义）,Godot/three_d/rules/run_checkpoint.gd:14-20,accepted,yes,-,Godot/three_d/tests/run_restore_bounds_test.gd::active_table_definition_migrated,-,none,unreachable_or_not_transition,无副作用，仅被 restore:131 调用；不单独构成状态转移
run_checkpoint,Godot/three_d/rules/run_checkpoint.gd,restore（世界启动/加载时由 world.gd:1006 调用）,22,拒绝：vault<0 / cash<0 / heat<0 / heat>6 / table 非 Dictionary,Godot/three_d/rules/run_checkpoint.gd:33-34,rejected,no,persistence_run.invalid_fields_rejected,-,-,weak,catalogued_weak,该目录 ID 由批量断言笼统覆盖，但 run_restore_bounds_test.gd 的用例集不含 vault<0/cash<0/heat 越界，本行无专门命中 → 证据强度 weak
run_checkpoint,Godot/three_d/rules/run_checkpoint.gd,restore（世界启动/加载时由 world.gd:1006 调用）,22,拒绝：scene_id 不在 content.scenes,Godot/three_d/rules/run_checkpoint.gd:70-71,rejected,no,persistence_run.invalid_fields_rejected,-,-,weak,catalogued_weak,无专门用例命中本行（run_restore_bounds 用例集不含未知 scene_id）
run_checkpoint,Godot/three_d/rules/run_checkpoint.gd,restore（世界启动/加载时由 world.gd:1006 调用）,22,"拒绝：offer_index 不在 [0, fixedRoutes.size())",Godot/three_d/rules/run_checkpoint.gd:90-91,rejected,no,persistence_run.invalid_fields_rejected,-,-,weak,catalogued_weak,无专门用例命中本行
run_checkpoint,Godot/three_d/rules/run_checkpoint.gd,restore（世界启动/加载时由 world.gd:1006 调用）,22,"拒绝：arrival_completed 不在 [0, completed.size()]",Godot/three_d/rules/run_checkpoint.gd:96,rejected,no,persistence_run.invalid_fields_rejected,-,-,weak,catalogued_weak,无专门用例命中本行
